geometry,barrio_name,name_normalized,index_right,identificad,nombre_de_l,densidad_ur,lon_barr,lat_barr
"POLYGON ((-74.08698218591121 4.587774125580584, -74.08686732267402 4.587700868952653, -74.0868610036098 4.58770921549352, -74.08685694935171 4.5877159025725955, -74.08662645409375 4.587574783964405, -74.08647548303607 4.5874826335035905, -74.08633334419261 4.587395109266209, -74.0862971025358 4.587370913806092, -74.08628993412339 4.5873669611334815, -74.086362938729 4.587257482741854, -74.08650856122581 4.587051634977416, -74.08670913014265 4.586759435687011, -74.08688011073264 4.586508097804063, -74.08706684619476 4.586239415302826, -74.08717520013938 4.586069799100929, -74.0871863439738 4.586039731050688, -74.08731390917939 4.5858431308181595, -74.08744262546769 4.585647689519524, -74.08762129262514 4.585380547426999, -74.08768161530722 4.585290343662529, -74.08769045372127 4.585262585908265, -74.0877281073294 4.585215558324516, -74.08784337417181 4.585064062251229, -74.08788525461264 4.585025515861202, -74.08794595988044 4.584948804455521, -74.0881013720599 4.584736730740065, -74.08831477280833 4.5849106716981485, -74.08853757999056 4.585084944203105, -74.08878689083114 4.585286203487476, -74.08902391191864 4.5854762816465335, -74.08922097790968 4.585635515567215, -74.08934275491207 4.585730747388105, -74.08967427542682 4.5859960089647105, -74.08986980772886 4.5861537004473725, -74.09004997497254 4.58629789830903, -74.09023705491873 4.586445566029605, -74.09042836324717 4.586595160350641, -74.09062274336702 4.586745911917021, -74.09078293458047 4.586863121518291, -74.09083316558423 4.58689432797419, -74.09076563547232 4.586998821075363, -74.09055239301311 4.5872748271762545, -74.09036835098733 4.587510744443235, -74.09020620993034 4.587720061962902, -74.0900617430356 4.587905094431105, -74.08994301877293 4.588057360741256, -74.08902115847212 4.589217509784145, -74.08889053201203 4.5890564172436585, -74.08870972823799 4.588935830203793, -74.08859332758213 4.588865656194434, -74.0884108516952 4.588770804385433, -74.08830213424882 4.588711426823992, -74.08812465420756 4.588596911737222, -74.08812982912345 4.588589738417997, -74.08814117748076 4.588570313472983, -74.08794641040171 4.5884372939842315, -74.08772705928826 4.58829000990069, -74.08755879872294 4.588172412062916, -74.08743702249629 4.588087588016481, -74.0874415659465 4.58808031340751, -74.08744432462008 4.588076025299745, -74.08728605110974 4.587975006659303, -74.08714084118733 4.5878763013749735, -74.08698218591121 4.587774125580584))",POLICARPA SALAVARRIETA,Policarpa Salavarrieta,6.0,15,ANTONIO NARIÑO,449.148804023,-74.08855686588755,4.587013722875355
"POLYGON ((-74.1166115136466 4.592290906754855, -74.11659667507375 4.592250646017441, -74.1165765906676 4.592196227398096, -74.11655901744042 4.592149805223276, -74.11655389047608 4.5921365964937415, -74.11654308537058 4.592107078463693, -74.11651188055164 4.5920238071057975, -74.11648667632485 4.591958043698412, -74.1164575827466 4.591882251707207, -74.11644222357333 4.5918405283535515, -74.11648881041887 4.591806856385316, -74.11651195519572 4.591790202991623, -74.11655917444213 4.591755909127954, -74.11662493858807 4.591710689095885, -74.11667345144646 4.591675592571474, -74.11672030293215 4.591646292099955, -74.1167760836946 4.591610407628591, -74.11679598349143 4.591598205138456, -74.11688169068186 4.591539809943458, -74.1169684069138 4.591478306096666, -74.1170459749137 4.591424369727661, -74.11710923017742 4.591379543668301, -74.11710549213586 4.591413844791549, -74.11709485539251 4.591495962764052, -74.11708204136463 4.591599538605512, -74.11706956082521 4.5916985929035405, -74.11705743014134 4.591789435735965, -74.11705261628815 4.59182903576744, -74.11704696011768 4.591891559929644, -74.11702739433095 4.591974104194287, -74.11701331941963 4.591983025594721, -74.1169994094976 4.592076041446753, -74.11699408531504 4.592104827505499, -74.11697726572166 4.592132058293345, -74.11695629812509 4.5923044731805005, -74.11686051005647 4.592288315611649, -74.11678977567774 4.592276158151021, -74.11670771437639 4.592261680673805, -74.11670326784765 4.592305872782297, -74.11679076380776 4.5923214804243555, -74.11678729462018 4.5923671894018305, -74.11686457977395 4.5923808476924055, -74.11694404128406 4.592395704702455, -74.11692201746212 4.592578706602593, -74.11690830225862 4.592689564619032, -74.1169015040775 4.592745779161814, -74.1168959495814 4.5927889027562685, -74.11690922228445 4.592791770637418, -74.11689338822569 4.592970327167419, -74.11686446483317 4.592981269177514, -74.11685112681366 4.592945851871169, -74.11682338250645 4.5928723216349585, -74.11679062297269 4.592784662453744, -74.1167891170642 4.592777955083844, -74.11676839854509 4.592721128321916, -74.116740095947 4.59264263718267, -74.11670935230457 4.59255942009066, -74.11668228912757 4.592484109095929, -74.1166631234717 4.592431668359838, -74.11663491273187 4.592354352354431, -74.1166115136466 4.592290906754855))",SAN JORGE CENTRAL II SECTOR,San Jorge Central Ii Sector,6.0,15,ANTONIO NARIÑO,449.148804023,-74.11680521148037,4.592057521743246
"POLYGON ((-74.1016014802778 4.594488369431438, -74.10163157282742 4.594412077989807, -74.10163220351129 4.594410450920434, -74.10166779249414 4.594312284244998, -74.10166923406739 4.594308397352853, -74.10167166654932 4.5943046009181, -74.10181516164424 4.594421942595687, -74.10185245886348 4.594377018645736, -74.10185912552227 4.5943688835183085, -74.10201516060363 4.594190182469166, -74.10201777317094 4.594187651573805, -74.10212488824742 4.594086596704522, -74.10197887284151 4.593937074326769, -74.10204589750033 4.593891157880946, -74.10210012981186 4.5938540089410935, -74.10210427380659 4.59385120695609, -74.10216724424741 4.593812793026878, -74.10223643064701 4.593770582890632, -74.1022535470642 4.593760278930416, -74.10225426776213 4.5937597366055, -74.10219139454207 4.593682896980372, -74.10218193548681 4.593688320088563, -74.1020882457568 4.59374255121956, -74.1020435629584 4.593768401386085, -74.10203824783369 4.593772016852153, -74.1020175278664 4.593785936380057, -74.10201194248664 4.593789642223978, -74.10199149277874 4.593803380978103, -74.10198185348685 4.593809888811769, -74.10198014183565 4.5938110638390866, -74.10191789183591 4.5938529128051, -74.10177232717284 4.593699593825075, -74.10182457872786 4.59364526973994, -74.10178971892691 4.593607844038686, -74.10174468021583 4.593562914914198, -74.10169738957609 4.5935157257711925, -74.10168234664984 4.593500719261192, -74.10165424258601 4.593471339129841, -74.10157029072329 4.593383469936745, -74.1015192170124 4.5933300432910675, -74.10147958309382 4.593288639894744, -74.10139184803323 4.593196883458132, -74.10138932587473 4.593194261844529, -74.10134987209722 4.593153491217099, -74.10130582438906 4.593108019758003, -74.10127015380321 4.5930720402991065, -74.1012626773963 4.59306444664753, -74.10126042546482 4.593062186630462, -74.10125303914108 4.593054592984527, -74.10121709838019 4.593017528766314, -74.10117359114076 4.5929727804931, -74.10112765183312 4.592925410608426, -74.1011194548172 4.59291700335481, -74.10112585120447 4.592909139401484, -74.10109216255388 4.592871713740737, -74.10110243263925 4.592861770950776, -74.10109261426891 4.592851194114457, -74.10105946599425 4.592815757175659, -74.10106937562718 4.592807712657249, -74.10106036791271 4.59279858219154, -74.10102406684284 4.592761517940532, -74.1010343368071 4.592753473445619, -74.10102433821028 4.592743890941356, -74.10098830726173 4.5927089057898005, -74.10098434398064 4.5927031202591, -74.10099028999879 4.592694533118482, -74.10095443974879 4.5926512316407475, -74.10095101639119 4.592654485640083, -74.10093642206814 4.592668495924126, -74.10089029678429 4.592712967288089, -74.10088516237995 4.592707904841441, -74.10084489785972 4.592667947688704, -74.10080039972384 4.592623651303926, -74.10073167081616 4.592555489089949, -74.10077671552581 4.592504418834771, -74.10081887736915 4.592456602610041, -74.10086626438253 4.59240300144047, -74.10090797576505 4.592355727551084, -74.10098148878981 4.592270760996415, -74.10098211930672 4.59227175538127, -74.10098401117897 4.592269676418232, -74.10090141195424 4.59216336666073, -74.1008365472835 4.592242096510269, -74.10079843916587 4.592290184181662, -74.10079663736438 4.592292443939897, -74.10075681766098 4.592340621893988, -74.10071735830685 4.592388438289081, -74.10071339487956 4.592385003025751, -74.1005636855511 4.592253649506106, -74.10041091364086 4.592119493513123, -74.1004515440017 4.592072852344882, -74.10049388614581 4.592022866671429, -74.100534516432 4.591977219842752, -74.10057631792294 4.591929494003194, -74.10052740553013 4.591889265089382, -74.10047777250932 4.591848584150851, -74.10043840839398 4.591816310604586, -74.10043615613205 4.591819293492455, -74.10038480458041 4.591886905596001, -74.10037786873862 4.591878588810484, -74.10031777932379 4.591943398099072, -74.10031183344377 4.591949815755268, -74.10036299717184 4.592001344199337, -74.1003663300097 4.592004869818714, -74.10032506875874 4.592056301873982, -74.1001640098065 4.591914552114164, -74.10000817540974 4.591777593592064, -74.1000576346291 4.591719563257775, -74.10009682360662 4.591673825964776, -74.10013682339437 4.591627003982798, -74.10017574210175 4.591581447457553, -74.10019808142223 4.591600160667356, -74.1002253750344 4.591622941971667, -74.10022627592643 4.591621947685695, -74.10026906832732 4.591574221928064, -74.1003123111597 4.591526134617146, -74.1003443829258 4.591490430688635, -74.10035411256305 4.591479583924362, -74.10029574229823 4.591427331851887, -74.10022530165324 4.591364231595066, -74.10022016723985 4.591359530723409, -74.10018593319538 4.59139975425375, -74.10014476225417 4.591448022482003, -74.10014602334269 4.591449107303617, -74.10012232993859 4.59147441634884, -74.10010359130158 4.591496381102712, -74.1000628707983 4.591544106985598, -74.10002233046687 4.5915916520878906, -74.09999395222697 4.591625005974034, -74.09998242075649 4.591638474069323, -74.0999402589535 4.5916855670859595, -74.09991512724108 4.591664232231659, -74.0997818119541 4.591553128091475, -74.09962480624283 4.591422135476131, -74.09966985098812 4.5913706133145435, -74.09971021107604 4.591324424144634, -74.09971156224054 4.591325599367889, -74.09976308668949 4.591369805887093, -74.0998045279116 4.591321356908796, -74.09983074397982 4.591290805131859, -74.09985569857575 4.591265044204087, -74.09988101371245 4.591236029080482, -74.09990002258579 4.591214245139899, -74.09986327104795 4.59118016383375, -74.09981525976178 4.591137042291527, -74.09978039982762 4.591105130584176, -74.09976850961587 4.591094282408692, -74.09974850951942 4.591120857213568, -74.09972914023646 4.591143816260945, -74.09968616744798 4.591194796193301, -74.09964526670994 4.591243425990371, -74.09959805966581 4.5912998293359655, -74.09954553731157 4.5913626503697325, -74.09940861925013 4.591245127880354, -74.09935988758103 4.591198119276938, -74.09933178355955 4.591170908533029, -74.09926854903514 4.591117028945521, -74.09926935984512 4.591116034654773, -74.09921720476461 4.591073364772503, -74.09916586038693 4.591031418100018, -74.09911073275686 4.590986216953521, -74.09898840706585 4.590886322371761, -74.0989653472876 4.590865349202181, -74.09894580051957 4.590847630485024, -74.09912300743842 4.590631598346152, -74.0991949081849 4.59040751402122, -74.09929624500865 4.590500717950181, -74.09930876574033 4.590512198940054, -74.0994102826877 4.590606487604314, -74.09944739448166 4.590640930537467, -74.09950279194607 4.59069236892838, -74.09955647795417 4.590742180092868, -74.09961601898326 4.590797505731435, -74.09966493091407 4.590842887220361, -74.09970222288013 4.590877601337037, -74.0997396049325 4.590912315457669, -74.09974176706457 4.59091005572568, -74.09979995679893 4.590966646789614, -74.09983778932126 4.59100063777498, -74.09989102509728 4.591048369800753, -74.0999405677003 4.5910928473625106, -74.09998506597024 4.591132804843305, -74.10003064516755 4.591173847131406, -74.1000766747662 4.591215160630841, -74.1001239654583 4.5912575589489695, -74.10017107600216 4.591299776462329, -74.10022620344942 4.59134922609048, -74.10023304933001 4.591355554182572, -74.10030267916011 4.591419739125542, -74.10041977980832 4.591527678296331, -74.10046499868383 4.591569353298116, -74.10050129989696 4.591602801779567, -74.10051481151977 4.591615186761923, -74.1005355293485 4.591634080646401, -74.10119913095564 4.5922397694121235, -74.10119461193706 4.592475067199482, -74.10201920925363 4.592821241510822, -74.10208730951668 4.592860567570963, -74.1022050483242 4.5928540664727455, -74.1033848253275 4.593506971324616, -74.10323104159843 4.593705740498994, -74.10339444895384 4.593760529762658, -74.10356660681451 4.593608043880353, -74.1041041148598 4.593902763677639, -74.1040301507006 4.594003188063022, -74.10394132591355 4.5940513632663444, -74.10361629795683 4.594187568945313, -74.10337144568439 4.594293497030024, -74.10297110221111 4.5945250645183044, -74.10267345640986 4.594705926544115, -74.10248400971152 4.594734931626061, -74.10245437423059 4.594704285902362, -74.10218459230687 4.594426575848793, -74.10216648675416 4.594407862965198, -74.10216180268287 4.59440379490033, -74.10209810975938 4.5944706831931965, -74.10206982168967 4.594502319660604, -74.1020655876247 4.594504850454836, -74.10204396686684 4.594517775582275, -74.10203666986236 4.594522114083945, -74.10200640084011 4.594539558417277, -74.10198135682478 4.594554020042854, -74.10193162964683 4.594574536583299, -74.10188541554601 4.59459767479423, -74.10188235267916 4.594598307366793, -74.10185487696612 4.594603910129942, -74.10176911575955 4.5946365373200955, -74.10175443187623 4.594641779303824, -74.10172037968822 4.594653799689678, -74.10168686800377 4.594665729712991, -74.10167849022955 4.594666361949817, -74.10166822053904 4.594669705915874, -74.10163759204099 4.594673229387985, -74.10161687291216 4.594673228080958, -74.1016375821949 4.594830426209312, -74.10153885078765 4.594834126168435, -74.10154074865704 4.594736590135143, -74.10155561636874 4.594673043423276, -74.10158048598433 4.5945668309250065, -74.1015837298622 4.594552729517221, -74.1015951734659 4.59450418815009, -74.1016014802778 4.594488369431438))",LA FRAGUITA (ZONA INVADIDA),La Fraguita (Zona Invadida),6.0,15,ANTONIO NARIÑO,449.148804023,-74.10181708967363,4.593111106009313
"POLYGON ((-74.09119763963187 4.591127967783447, -74.0911552744477 4.591095368074369, -74.09105437686668 4.591229296610715, -74.09108366639911 4.591252143501464, -74.09101184061124 4.591346933280861, -74.0909356975872 4.591284800705098, -74.09110849536724 4.591060797409659, -74.09112523801237 4.591039094884886, -74.09120996385374 4.590929264375043, -74.09127379921394 4.590846512753375, -74.09130031499248 4.590812141226118, -74.09132714969297 4.590777355713649, -74.09139310150479 4.590841315245636, -74.0914372180122 4.590884086315715, -74.09147443290325 4.590920162200035, -74.09151806931551 4.590962464982232, -74.09153478381731 4.590978670470823, -74.09158476338933 4.591027122402854, -74.09170017960194 4.591139005888917, -74.09170014985848 4.591139217410817, -74.09166546009764 4.591183842726201, -74.09162619097694 4.5912343578217225, -74.09159974904607 4.591268987895929, -74.09156677370734 4.591311521599315, -74.09154547604373 4.59133899278837, -74.09151797827118 4.5913744598350865, -74.09139343363441 4.591278627948512, -74.0913376432976 4.591235699588498, -74.09128912401394 4.591198363619306, -74.09124562925106 4.5911648960365, -74.09119763963187 4.591127967783447))",SANTA CLARA,Santa Clara,6.0,15,ANTONIO NARIÑO,449.148804023,-74.09136667849657,4.59109710306423
"POLYGON ((-74.10211202800002 4.594786241000008, -74.102496685 4.5947798889999945, -74.10255489399998 4.594778851, -74.102701739 4.59477622899999, -74.10294341000002 4.5947578750000275, -74.10311551199999 4.594706445999975, -74.10320339600003 4.594647662999989, -74.103613473 4.595073915, -74.10366838300001 4.595290705000024, -74.103682773 4.595349924000004, -74.103704988 4.595441354000001, -74.103687084 4.5955715860000055, -74.10371329600002 4.595634038000014, -74.10375932199997 4.595726420999994, -74.103754907 4.595778471000016, -74.10370376700001 4.595821020000016, -74.10340044999998 4.595599632000016, -74.10275340099997 4.595079081999983, -74.10236133500001 4.595059906000017, -74.10225724899999 4.595007672999997, -74.10218959600002 4.594953703999976, -74.10211202800002 4.594786241000008))",La Fragua,La Fragua,6.0,15,ANTONIO NARIÑO,449.148804023,-74.1031025290635,4.595113988413444
"POLYGON ((-74.12251047799998 4.601101497999991, -74.12290066899999 4.60063450299998, -74.12343158200002 4.599993800999982, -74.12392782900002 4.59937140300002, -74.12465577799998 4.598498216999985, -74.12543323099999 4.597539788000006, -74.12550876699999 4.59748055, -74.125751783 4.5971609270000044, -74.12593240799998 4.596791874000018, -74.12608676299999 4.596393162000026, -74.12628378900001 4.5965282720000005, -74.126684404 4.596854510000014, -74.126888011 4.596607378999976, -74.12753495499999 4.595793492999973, -74.12827713399997 4.594857688999979, -74.12896019800002 4.594014146000006, -74.12955977000001 4.593279832999996, -74.13075338800002 4.593339759999992, -74.13164850999999 4.593614874000024, -74.13171882099999 4.5936293190000015, -74.13142733400002 4.593886782000026, -74.130795256 4.594696218000024, -74.12983114999997 4.595937518000027, -74.12918923199999 4.596732146000022, -74.12913697300002 4.596795294999992, -74.12850304300002 4.59756132199999, -74.12771847300002 4.598518821000027, -74.12713557699999 4.59923941400001, -74.12677849900001 4.599666055999989, -74.126566013 4.599483282999983, -74.12650710700001 4.599631041000009, -74.12640402400001 4.599798500000019, -74.126055512 4.600143262000017, -74.12405279400002 4.602123177000009, -74.12376405399999 4.602404611999986, -74.12348261099999 4.602115606999973, -74.12283819499999 4.601433183999972, -74.12251047799998 4.601101497999991))",Autopista Sur,Autopista Sur,6.0,15,ANTONIO NARIÑO,449.148804023,-74.12691167537601,4.597703165822091
"POLYGON ((-74.117990588 4.594153725000012, -74.11811489899998 4.593384218999972, -74.118355339 4.591858194999986, -74.11865588500001 4.590016762999994, -74.11909964799997 4.589706010999975, -74.119575784 4.589075209999975, -74.11956803099997 4.588971411999978, -74.12193324499998 4.5894415220000155, -74.124470347 4.589945785999987, -74.12450324500003 4.589959903000021, -74.12522709199999 4.590270522000025, -74.12715556900002 4.591831921999983, -74.12737981100003 4.59199810299998, -74.12776934300001 4.592315654000003, -74.12802965700001 4.592525507000004, -74.12828937199998 4.592639599999984, -74.12852902200001 4.592697542999985, -74.128908104 4.592790470000011, -74.12946836700002 4.592926825000006, -74.12989208900001 4.593050215000005, -74.130747095 4.593337825999981, -74.13075338800002 4.593339759999992, -74.12955977000001 4.593279832999996, -74.12916395000002 4.593259961000001, -74.12825735899997 4.5932599289999985, -74.12759117500002 4.593259906000014, -74.12673647399998 4.593244559000027, -74.126362142 4.593237836000014, -74.12649992899998 4.592923498999994, -74.126832014 4.59214009599998, -74.12690552999999 4.591977311999983, -74.12662841500003 4.591723219000016, -74.12625833599998 4.591452301000003, -74.12610100799998 4.591319533999978, -74.12591685000001 4.591513286999997, -74.12571659999998 4.5917303599999855, -74.12575592600001 4.591897210000013, -74.12576843800002 4.591985120000003, -74.125730885 4.592169907000027, -74.12571121500002 4.592291902999988, -74.12563611799999 4.592437218999975, -74.12547518600002 4.593023872000003, -74.12540732000002 4.593284149999988, -74.12538136 4.59328542899999, -74.12537290900002 4.593285847000004, -74.12499941800002 4.593304263999982, -74.12214183100002 4.593548656999985, -74.12090132100002 4.593770885000026, -74.11950574399998 4.594104247000018, -74.11797725100001 4.594504282999992, -74.11793205200001 4.5945160730000225, -74.117990588 4.594153725000012))",Villa Mayor Antigua,Villa Mayor Antigua,6.0,15,ANTONIO NARIÑO,449.148804023,-74.12225092179756,4.591771908646238
"POLYGON ((-74.115500451 4.59228410999998, -74.115448947 4.5923202330000095, -74.11519685299999 4.591808279000019, -74.114716391 4.590855804, -74.11463038599999 4.590614710000011, -74.11460666699998 4.59042124299998, -74.11462447100001 4.590290282000012, -74.11466600300002 4.590177181000001, -74.11476092599997 4.590034318999983, -74.114918144 4.589802168000005, -74.11513171799999 4.589552162000018, -74.11537495599998 4.589254534000019, -74.11546394999999 4.589072978999979, -74.11544914000001 4.588674138999977, -74.11543019599998 4.588339791999999, -74.11686213600001 4.588433577999978, -74.11710647199999 4.588482144000011, -74.11955794199997 4.588969406999979, -74.11956803099997 4.588971411999978, -74.119575784 4.589075209999975, -74.11909964799997 4.589706010999975, -74.11865588500001 4.590016762999994, -74.118355339 4.591858194999986, -74.11811489899998 4.593384218999972, -74.117990588 4.594153725000012, -74.11766992899999 4.593901173000006, -74.11709812499998 4.593440218000012, -74.11693251700001 4.59303782500001, -74.11694514599998 4.592904826999983, -74.11702518200002 4.592161228000009, -74.11711363799998 4.591417627999987, -74.11711364500002 4.591278203000001, -74.11637714400001 4.591819014999998, -74.11632627099999 4.591704890000016, -74.115500451 4.59228410999998))",Eduardo Frei,Eduardo Frei,6.0,15,ANTONIO NARIÑO,449.148804023,-74.11697411880932,4.590566895630317
"POLYGON ((-74.10273034199997 4.592086074999997, -74.102448229 4.592335541000011, -74.10236695600003 4.5922107929999925, -74.10193661300002 4.592608981000012, -74.101860365 4.592717692999997, -74.10158330000002 4.592594351999991, -74.101403457 4.592336504000002, -74.101875329 4.591893840000011, -74.10232807800003 4.59149613400001, -74.102443155 4.591504080999982, -74.10249472100003 4.591519833999996, -74.10267855699999 4.591713331999983, -74.10263371299999 4.591751574999989, -74.102604557 4.591873065000015, -74.102601257 4.59195172699998, -74.10273034199997 4.592086074999997))",Santa Isabel del Restrepo,Santa Isabel Del Restrepo,6.0,15,ANTONIO NARIÑO,449.148804023,-74.10209690312982,4.592104130388011
"POLYGON ((-74.11249556400003 4.594430992000013, -74.11229581700002 4.594579147999979, -74.111248725 4.5953112820000115, -74.111013813 4.595481419000009, -74.110733116 4.595103263999988, -74.11033399000002 4.594569190000015, -74.10997131599999 4.594073525999988, -74.10975261800002 4.593773565999981, -74.10937349400001 4.594049713000004, -74.10902353099999 4.59431671599998, -74.10884310699998 4.594071627999994, -74.10863352199999 4.593777154999997, -74.10847678900001 4.593566817000009, -74.10822164400003 4.593193697999993, -74.10782247100002 4.593457039999975, -74.10747073499999 4.592950400999996, -74.10705521300002 4.592363284999976, -74.10672717099999 4.591885911000019, -74.10656497100001 4.591677401000026, -74.10704252900001 4.591211052999995, -74.10760211000002 4.590666065999982, -74.10813981799998 4.5901375369999755, -74.10868299200001 4.589614494999978, -74.10897671200001 4.589342233000024, -74.109521545 4.590069502999995, -74.11044508200001 4.591295688999991, -74.11099848600003 4.59203861200001, -74.111357602 4.592499223999993, -74.11150076000001 4.592709941999999, -74.11169027199998 4.5930260189999785, -74.111927503 4.593413247, -74.11214701 4.593792263000011, -74.11234606599999 4.594142545000011, -74.11249556400003 4.594430992000013))",Santander Norte,Santander Norte,6.0,15,ANTONIO NARIÑO,449.148804023,-74.10951546187472,4.592466372230087
